hash_,rating,position,name,club,league,country,skillboost
7555,73,CDM,Šunjić,"Birmingham City","England Championship",Croatia,INTERCEPTIONS
7556,73,ST,Benteke,"Crystal Palace","England Premier League",Belgium,TARGETMAN
7557,73,CM,Koziello,"Paris FC","France Ligue 2",France,INTERCEPTIONS
7558,73,LM,Larsen,"TSG 1899 Hoffenheim","Germany 1. Bundesliga",Denmark,FREEKICK
7559,73,LB,Baines,Everton,"England Premier League",England,CROSSING
7560,73,RB,Lichtsteiner,"FC Augsburg","Germany 1. Bundesliga",Switzerland,REACTIONS
7561,73,RW,Stengs,AZ,"Holland Eredivisie",Netherlands,SHOTPOWER
7562,73,CDM,Holland,LASK,"Austria Bundesliga",Australia,DESTROYER
7563,73,RB,Venuti,Fiorentina,"Italy Serie A",Italy,DEFENDING
7564,73,CM,Imbula,Lecce,"Italy Serie A",France,LONGPASSING
7565,73,LM,Royer,"New York Red Bulls","USA Major League Soccer",Austria,VISION
7566,73,RM,Oudin,"Stade de Reims","France Ligue 1",France,BALLCONTROL
7567,73,CB,"Adams Nuhu","Fortuna Düsseldorf","Germany 1. Bundesliga",Ghana,TACKLING
7568,73,LB,Augello,Sampdoria,"Italy Serie A",Italy,REACTIONS
7569,73,GK,Rafael,Cagliari,"Italy Serie A",Brazil,DIVING
7570,73,LM,Oršić,"Dinamo Zagreb","Rest of W",Croatia,LONGSHOTS
7571,73,GK,Begović,Milan,"Italy Serie A","Bosnia and Herzegovina",GKGENERALIST
7572,73,RM,Ferhat,"Nîmes Olympique","France Ligue 1",Algeria,FREEKICK
7573,73,ST,Carroll,"Newcastle United","England Premier League",England,SHOOTING
7574,73,LB,Novák,Trabzonspor,"Turkey Süper Lig","Czech Republic",BALANCED
7575,73,CAM,Valdivia,"CD Viñazur","Chile Primera División",Chile,FREEKICK
7576,73,ST,"Borja Bastón","Aston Villa","England Premier League",Spain,ACCELERATION
7577,73,RM,"Ferrán Torres","Valencia CF","Spain Primera División",Spain,FREEKICK
7578,73,CM,Rupp,"TSG 1899 Hoffenheim","Germany 1. Bundesliga",Germany,BOXTOBOX
7579,73,ST,Teodorczyk,Udinese,"Italy Serie A",Poland,TARGETMAN
7580,73,ST,Fernández,Independiente,"Argentina Primera División",Argentina,TARGETMAN
7581,73,GK,Caballero,Chelsea,"England Premier League",Argentina,DIVING
7582,73,LB,Nagatomo,Galatasaray,"Turkey Süper Lig",Japan,BALANCED
7583,73,ST,Berić,"AS Saint-Étienne","France Ligue 1",Slovenia,TARGETMAN
7584,73,GK,"Tiago Sá",Braga,"Portugal Primeira Liga",Portugal,NUMBER1
7585,73,CAM,Rogić,Celtic,"Scotland Premiership",Australia,VISION
7586,73,ST,"Rafael Leão",Milan,"Italy Serie A",Portugal,SHOOTING
7587,73,CB,Kappelhof,"Chicago Fire","USA Major League Soccer",Netherlands,STRENGTH
7588,73,CAM,Schaub,"1. FC Köln","Germany 1. Bundesliga",Austria,FREEKICK
7589,73,RM,Pröger,"SC Paderborn 07","Germany 1. Bundesliga",Germany,VISION
7590,73,GK,Tytoń,"FC Cincinnati","USA Major League Soccer",Poland,DIVING
7591,73,ST,Destro,Bologna,"Italy Serie A",Italy,POACHER
7592,73,CAM,"Fede Vico","Granada CF","Spain Primera División",Spain,FREEKICK
7593,73,CB,Segura,"Los Angeles FC","USA Major League Soccer",Colombia,PHYSICAL
7594,73,GK,Martínez,Arsenal,"England Premier League",Argentina,GKPOSITIONING
7595,73,CDM,Chará,"Portland Timbers","USA Major League Soccer",Colombia,BOXTOBOX
7596,73,CM,Grassi,Parma,"Italy Serie A",Italy,LONGPASSING
7597,73,CAM,Vlap,Anderlecht,"Belgium Pro League",Netherlands,FREEKICK
7598,73,GK,Turner,"New England Revolution","USA Major League Soccer","United States",HANDLING
7599,73,CM,Giménez,"Chicago Fire","USA Major League Soccer",Argentina,PASSING
7600,73,CDM,Torres,"Deportivo Alavés","Spain Primera División",Colombia,CAPTAIN
7601,73,RB,"Jorge Miramón","Levante UD","Spain Primera División",Spain,BALANCED
7602,73,LWB,Þórarinsson,"New York City FC","USA Major League Soccer",Iceland,DEFENDING
7603,73,ST,Prijović,"Al Ittihad","Saudi Pro League",Serbia,SHOOTING
7604,73,LB,Vangioni,Monterrey,"Mexico Liga MX",Argentina,DEFENDING
7605,73,CAM,Dack,"Blackburn Rovers","England Championship",England,COUNTER
7606,73,CDM,Malong,"1. FSV Mainz 05","Germany 1. Bundesliga",Cameroon,INTERCEPTIONS
7607,73,CB,Silva,"Real Salt Lake","USA Major League Soccer",Uruguay,PHYSICAL
7608,73,RM,Salibur,"RCD Mallorca","Spain Primera División",France,COUNTER
7609,73,ST,Nsame,"BSC Young Boys","Switzerland Super League",Cameroon,TARGETMAN
7610,73,RM,Masopust,"Slavia Praha","Rest of W","Czech Republic",COUNTER
7611,73,LB,Morrow,"Toronto FC","USA Major League Soccer","United States",PACE
7612,73,CDM,Badu,"Hellas Verona","Italy Serie A",Ghana,LONGPASSING
7613,73,CB,Magallán,"Deportivo Alavés","Spain Primera División",Argentina,PHYSICAL
7614,73,RW,Jahanbakhsh,"Brighton & Hove Albion","England Premier League",Iran,ATTACKING
7615,73,RM,Jason,"Getafe CF","Spain Primera División",Spain,FREEKICK
7616,73,CDM,Cristóforo,Fiorentina,"Italy Serie A",Uruguay,LONGPASSING
7617,73,ST,Dimata,Anderlecht,"Belgium Pro League",Belgium,SHOOTING
7618,73,CAM,Acosta,Atlas,"Mexico Liga MX",Argentina,FREEKICK
7619,73,CM,Ferguson,Aberdeen,"Scotland Premiership",Scotland,DESTROYER
7620,73,CB,Dummett,"Newcastle United","England Premier League",Wales,PHYSICAL
7621,73,CF,Quaison,"1. FSV Mainz 05","Germany 1. Bundesliga",Sweden,POACHER
7622,73,RM,Villalba,"Atlanta United FC","USA Major League Soccer",Paraguay,COUNTER
7623,73,CB,Niakhaté,"1. FSV Mainz 05","Germany 1. Bundesliga",France,HOLDING
7624,73,CAM,Minamino,"RB Salzburg","Austria Bundesliga",Japan,FREEKICK
7625,73,RB,Amian,"Toulouse FC","France Ligue 1",France,BALANCED
7626,73,GK,Pentz,"Austria Wien","Austria Bundesliga",Austria,NUMBER1
7627,73,RB,Buffarini,"Buenos Aires","Argentina Primera División",Argentina,REACTIONS
7628,73,CM,Akhmedov,"Shanghai SIPG","China Super League",Uzbekistan,LONGPASSING
7629,73,CAM,Fernández,"Cruz Azul","Mexico Liga MX",Argentina,BALLCONTROL
7630,73,CB,"André Pinto","Al Fateh","Saudi Pro League",Portugal,HOLDING
7631,73,CDM,Ring,"New York City FC","USA Major League Soccer",Finland,PASSING
7632,73,LB,Darmian,Parma,"Italy Serie A",Italy,BALANCED
7633,73,CM,Aued,"Universidad Católica","Chile Primera División",Argentina,INTERCEPTIONS
7634,73,ST,Maupay,"Brighton & Hove Albion","England Premier League",France,SHOOTING
7635,73,ST,Rodríguez,"Cruz Azul","Mexico Liga MX",Uruguay,SHOOTING
7636,73,CAM,Kaku,"New York Red Bulls","USA Major League Soccer",Paraguay,FREEKICK
7637,73,CAM,Giaccherini,"Chievo Verona","Italy Serie B",Italy,VISION
7638,73,CDM,Chalobah,Watford,"England Premier League",England,PASSING
7639,73,CDM,Vázquez,Guadalajara,"Mexico Liga MX",Mexico,LONGPASSING
7640,73,LM,Katai,"Chicago Fire","USA Major League Soccer",Serbia,VISION
7641,73,LM,Ounas,"OGC Nice","France Ligue 1",Algeria,LONGSHOTS
7642,73,RWB,Lazaro,"Newcastle United","England Premier League",Austria,REACTIONS
7643,73,CM,Ioniță,Cagliari,"Italy Serie A",Moldova,LONGPASSING
7644,73,CDM,"André Simões","AEK Athens","Rest of W",Portugal,BOXTOBOX
7645,73,RB,Chandler,"Eintracht Frankfurt","Germany 1. Bundesliga","United States",BALANCED
7646,73,ST,Pizarro,"Werder Bremen","Germany 1. Bundesliga",Peru,POACHER
7647,73,CAM,Krovinović,"West Bromwich Albion","England Championship",Croatia,VISION
7648,73,CB,Gabriel,"LOSC Lille","France Ligue 1",Brazil,STOPPER
7649,73,GK,"Martín Arias","Union La Calera","Chile Primera División",Argentina,GKPOSITIONING
7650,73,CM,Kurtić,Spal,"Italy Serie A",Slovenia,BOXTOBOX
7651,73,RB,"Diogo Dalot","Manchester United","England Premier League",Portugal,DEFENDING
7652,73,CB,Kryvtsov,"Shakhtar Donetsk","Rest of W",Ukraine,PHYSICAL
7653,73,LB,"Dídac Vilà","RCD Espanyol","Spain Primera División",Spain,PACE
7654,73,RM,"De Silvestri",Torino,"Italy Serie A",Italy,FREEKICK
7655,73,LB,Saracchi,"RB Leipzig","Germany 1. Bundesliga",Uruguay,CROSSING
7656,73,GK,Müller,"1. FSV Mainz 05","Germany 1. Bundesliga",Germany,GKPOSITIONING
7657,73,CDM,Fritzler,Colón,"Argentina Primera División",Argentina,BOXTOBOX
7658,73,ST,Paloschi,Spal,"Italy Serie A",Italy,ACCELERATION
7659,73,LW,Chadli,Anderlecht,"Belgium Pro League",Belgium,SHOTPOWER
7660,73,CDM,Phillips,"Leeds United","England Championship",England,BOXTOBOX
7661,73,LB,Borja,"Sporting CP","Portugal Primeira Liga",Colombia,BALANCED
7662,73,CB,Congré,"Montpellier HSC","France Ligue 1",France,TACKLING
7663,73,RB,Gönül,Beşiktaş,"Turkey Süper Lig",Turkey,CROSSING
7664,73,CB,Morel,"Stade Rennais","France Ligue 1",Madagascar,HOLDING
7665,73,RM,Sambueza,Pachuca,"Mexico Liga MX",Argentina,VISION
7666,73,CM,Fernández,"CD Viñazur","Chile Primera División",Chile,LONGPASSING
7667,73,ST,Ajorque,"RC Strasbourg","France Ligue 1",France,SHOOTING
7668,73,CB,Germán,"Granada CF","Spain Primera División",Spain,PHYSICAL
7669,73,ST,"Carlos Fernández","Granada CF","Spain Primera División",Spain,TARGETMAN
7670,73,LM,Leonardo,"Tianjin Tianhai","China Super League",Brazil,COUNTER
7671,73,ST,Austin,"West Bromwich Albion","England Championship",England,FINISHING
7672,73,CM,Falk,"FC København","Denmark Superliga",Denmark,CAPTAIN
7673,73,CB,"André Ramalho","RB Salzburg","Austria Bundesliga",Brazil,STRENGTH
7674,73,LM,Kenedy,"Getafe CF","Spain Primera División",Brazil,FREEKICK
7675,73,GK,"Yan Junling","Shanghai SIPG","China Super League","China PR",GKGENERALIST
7676,73,CB,Schweinsteiger,"Chicago Fire","USA Major League Soccer",Germany,STOPPER
7677,73,CDM,Zuculini,Núñez,"Argentina Primera División",Argentina,PASSING
7678,73,CDM,Vukčević,"Levante UD","Spain Primera División",Montenegro,BOXTOBOX
7679,73,CB,Clark,"Newcastle United","England Premier League","Republic of Ireland",STRENGTH
7680,73,LW,Pjaca,Anderlecht,"Belgium Pro League",Croatia,SHOTPOWER
7681,73,ST,Kouamé,Genoa,"Italy Serie A","Côte d Ivoire",SHOOTING
7682,73,LB,Ulmer,"RB Salzburg","Austria Bundesliga",Austria,REACTIONS
7683,73,CM,Frei,"FC Basel","Switzerland Super League",Switzerland,CAPTAIN
7684,73,RW,Diaby,Beşiktaş,"Turkey Süper Lig",Mali,SHOTPOWER
7685,73,GK,Henderson,"Sheffield United","England Premier League",England,HANDLING
7686,73,ST,Lapadula,Lecce,"Italy Serie A",Italy,POACHER
7687,73,CAM,Walker,"Heart of Midlothian","Scotland Premiership",Scotland,FREEKICK
7688,73,CM,Jensen,Brentford,"England Championship",Denmark,LONGPASSING
7689,73,ST,Brophy,Kilmarnock,"Scotland Premiership",Scotland,POACHER
7690,73,CDM,Gonalons,"Granada CF","Spain Primera División",France,BOXTOBOX
7691,73,CM,Rocha,"Monarcas Morelia","Mexico Liga MX",Mexico,BOXTOBOX
7692,73,CB,Ambrose,Livingston,"Scotland Premiership",Nigeria,HOLDING
7693,73,CDM,McCarthy,"Crystal Palace","England Premier League","Republic of Ireland",INTERCEPTIONS
7694,73,CAM,Valdés,"Santos Laguna","Mexico Liga MX",Chile,FREEKICK
7695,73,CB,Kongolo,Fulham,"England Championship",Netherlands,AGGRESSION
7696,73,GK,Carson,Motherwell,"Scotland Premiership","Northern Ireland",GKGENERALIST
7697,73,CB,Opara,"Minnesota United FC","USA Major League Soccer","United States",AGGRESSION
7698,73,LM,Aquino,"Tigres U.A.N.L.","Mexico Liga MX",Mexico,FREEKICK
7699,73,CM,Nagbe,"Atlanta United FC","USA Major League Soccer","United States",BOXTOBOX
7700,73,RB,Karsdorp,Feyenoord,"Holland Eredivisie",Netherlands,DEFENDING
7701,73,CM,Campbell,Motherwell,"Scotland Premiership",Scotland,LONGPASSING
7702,73,ST,Kamara,"D.C. United","USA Major League Soccer",Norway,FINISHING
7703,73,GK,Clark,"St. Johnstone","Scotland Premiership",Scotland,HANDLING
7704,73,CAM,Mantalos,"AEK Athens","Rest of W",Greece,LONGSHOTS
7705,73,CB,Kerr,"St. Johnstone","Scotland Premiership",Scotland,TACKLING
7706,73,GK,Randolph,"West Ham United","England Premier League","Republic of Ireland",GKGENERALIST
7707,73,RM,Conti,Milan,"Italy Serie A",Italy,FREEKICK
7708,73,LM,McGinn,Aberdeen,"Scotland Premiership","Northern Ireland",VISION
7709,73,CDM,Sánchez,"West Ham United","England Premier League",Colombia,PASSING
7710,73,LB,Erkin,Beşiktaş,"Turkey Süper Lig",Turkey,CROSSING
7711,73,ST,Kramer,"ADO Den Haag","Holland Eredivisie",Netherlands,FINISHING
7712,73,ST,Éder,"Lokomotiv Moskva","Rest of W",Portugal,SHOOTING
7713,73,CB,"Ivanildo Fernandes","Çaykur Rizespor","Turkey Süper Lig",Portugal,STOPPER
7714,73,GK,Hennessey,"Crystal Palace","England Premier League",Wales,DIVING
7715,73,LB,Beghetto,Frosinone,"Italy Serie B",Italy,DEFENDING
7716,73,CM,"El Messaoudi","FC Groningen","Holland Eredivisie",Morocco,PASSING
7717,73,CB,"Martínez Quarta",Núñez,"Argentina Primera División",Argentina,TACKLING
7718,73,ST,Cissé,Alanyaspor,"Turkey Süper Lig",Senegal,SHOOTING
7719,73,ST,"van Duinen","PEC Zwolle","Holland Eredivisie",Netherlands,FINISHING
7720,73,LB,Bernardo,"Brighton & Hove Albion","England Premier League",Brazil,CROSSING
7721,73,RW,Powell,"Crewe Alexandra","England League Two",England,SPEED
7722,73,RB,"Lee Yong","Jeonbuk Hyundai Motors","Korea K-League 1","Korea Republic",REACTIONS
7723,73,LB,Clark,Vitesse,"Holland Eredivisie",England,CROSSING
7724,73,CAM,Neudecker,VVV-Venlo,"Holland Eredivisie",Germany,FREEKICK
7725,73,CB,Bianchi,Colón,"Argentina Primera División",Argentina,STRENGTH
7726,73,GK,Kirschbaum,VVV-Venlo,"Holland Eredivisie",Germany,GKGENERALIST
7727,73,GK,McGregor,Rangers,"Scotland Premiership",Scotland,DIVING
7728,73,CB,Nordtveit,"TSG 1899 Hoffenheim","Germany 1. Bundesliga",Norway,HOLDING
7729,73,RB,Elabdellaoui,"Olympiacos CFP","Rest of W",Norway,CROSSING
7730,73,ST,Drmić,"Norwich City","England Premier League",Switzerland,POACHER
7731,73,CM,Taïder,"Montreal Impact","USA Major League Soccer",Algeria,PASSING
7732,73,CAM,Mount,Chelsea,"England Premier League",England,COUNTER
7733,73,ST,Falkenburg,"ADO Den Haag","Holland Eredivisie",Netherlands,SHOOTING
7734,73,CB,Retsos,"Sheffield United","England Premier League",Greece,STOPPER
7735,73,LM,Castillo,"Gallos Blancos de Querétaro","Mexico Liga MX",Colombia,VISION
7736,73,CAM,Zuffi,"FC Basel","Switzerland Super League",Switzerland,FREEKICK
7737,73,CM,Möhwald,"Werder Bremen","Germany 1. Bundesliga",Germany,PASSING
7738,73,LM,Sessegnon,"Tottenham Hotspur","England Premier League",England,VISION
7739,73,RM,Palacios,"Newell s Old Boys","Argentina Primera División",Argentina,VISION
7740,73,ST,"Júnior Negão","Ulsan Hyundai","Korea K-League 1",Brazil,TARGETMAN
7741,73,GK,Babacan,"Medipol Başakşehir","Turkey Süper Lig",Turkey,GKGENERALIST
7742,73,CB,Badstuber,"VfB Stuttgart","Germany 2. Bundesliga",Germany,TACKLING
7743,73,CB,Djidji,Torino,"Italy Serie A","Côte d Ivoire",HOLDING
7744,73,CF,Martín,América,"Mexico Liga MX",Mexico,TARGETMAN
7745,73,ST,Mugoša,"Incheon United","Korea K-League 1",Montenegro,ACCELERATION
7746,73,ST,Mutō,"Newcastle United","England Premier League",Japan,SHOOTING
7747,73,CAM,Paločević,"Pohang Steelers","Korea K-League 1",Serbia,LONGPASSING
7748,73,RM,Coco,"FC Nantes","France Ligue 1",France,FREEKICK
7749,73,CB,"Jo Sung Jin","Suwon Bluewings","Korea K-League 1","Korea Republic",PHYSICAL
7750,73,GK,Barbosa,"Villarreal CF","Spain Primera División",Argentina,NUMBER1
7751,73,CB,Postigo,"Levante UD","Spain Primera División",Spain,TACKLING
7752,73,CM,"Renato Sanches","LOSC Lille","France Ligue 1",Portugal,PASSING
7753,73,CM,"Kim Jong Woo","Suwon Bluewings","Korea K-League 1","Korea Republic",PASSING
7754,73,CB,"Eric Botteghin",Feyenoord,"Holland Eredivisie",Brazil,HOLDING
7755,73,CF,Tutino,"Hellas Verona","Italy Serie A",Italy,POACHER
7756,73,ST,Jonathas,"Elche CF","Spain Segunda División",Brazil,TARGETMAN
7757,73,LB,Konan,"Stade de Reims","France Ligue 1","Côte d Ivoire",CROSSING
7758,73,RM,Buendía,"Norwich City","England Premier League",Argentina,LONGSHOTS
7759,73,RB,Brosinski,"1. FSV Mainz 05","Germany 1. Bundesliga",Germany,PACE
7760,73,RM,Bowen,"Hull City","England Championship",England,FREEKICK
7761,73,CF,Schrijvers,"Club Brugge","Belgium Pro League",Belgium,SHOOTING
7762,73,ST,Rodallega,Denizlispor,"Turkey Süper Lig",Colombia,FINISHING
7763,73,RM,Dirar,Fenerbahçe,"Turkey Süper Lig",Morocco,FREEKICK
7764,73,CB,Epureanu,"Medipol Başakşehir","Turkey Süper Lig",Moldova,STRENGTH
7765,73,CB,"González Pirez","Club Tijuana","Mexico Liga MX",Argentina,TACKLING
7766,73,CM,Davies,Everton,"England Premier League",England,BOXTOBOX
7767,73,GK,Radu,Genoa,"Italy Serie A",Romania,DIVING
7768,73,GK,Boruc,Bournemouth,"England Premier League",Poland,GKPOSITIONING
7769,73,GK,Lung,Kayserispor,"Turkey Süper Lig",Romania,GKPOSITIONING
7770,73,LW,Larsson,Feyenoord,"Holland Eredivisie",Sweden,ATTACKING
7771,73,RM,Guilherme,Trabzonspor,"Turkey Süper Lig",Brazil,FREEKICK
7772,73,CB,Dewaest,Genk,"Belgium Pro League",Belgium,STRENGTH
7773,73,ST,Santander,Bologna,"Italy Serie A",Paraguay,POACHER
7774,73,LW,Kluivert,Roma,"Italy Serie A",Netherlands,AGILITY
7775,73,CB,Ayala,"Tigres U.A.N.L.","Mexico Liga MX",Mexico,HOLDING
7776,73,RW,Tau,"Club Brugge","Belgium Pro League","South Africa",SPEED
7777,73,ST,Konaté,"Amiens SC","France Ligue 1",Senegal,POACHER
7778,73,GK,Mathenia,"1. FC Nürnberg","Germany 2. Bundesliga",Germany,HANDLING
7779,73,GK,"Miguel Silva","Vitória Guimarães","Portugal Primeira Liga",Portugal,GKGENERALIST
7780,73,CM,Tameze,Atalanta,"Italy Serie A",France,INTERCEPTIONS
7781,73,CB,Jedvaj,"FC Augsburg","Germany 1. Bundesliga",Croatia,STOPPER
7782,73,CM,Domínguez,Bologna,"Italy Serie A",Argentina,PASSING
7783,73,CM,Medrán,"Chicago Fire","USA Major League Soccer",Spain,LONGPASSING
7784,73,ST,Ayew,"Crystal Palace","England Premier League",Ghana,SHOOTING
7785,73,CAM,Christie,Celtic,"Scotland Premiership",Scotland,VISION
7786,73,CB,"Manuel da Costa","Al Ittihad","Saudi Pro League",Morocco,AGGRESSION
7787,73,CB,Vasin,"CSKA Moskva","Rest of W",Russia,AGGRESSION
7788,73,ST,Caputo,Sassuolo,"Italy Serie A",Italy,TARGETMAN
7789,73,RB,Foket,"Stade de Reims","France Ligue 1",Belgium,DEFENDING
7790,73,CB,Thomas,"Angers SCO","France Ligue 1",France,STRENGTH
7791,73,CAM,Roa,Independiente,"Argentina Primera División",Colombia,FREEKICK
7792,73,LM,Cucurella,"Getafe CF","Spain Primera División",Spain,LONGSHOTS
7793,73,CM,Montes,León,"Mexico Liga MX",Mexico,LONGPASSING
7794,73,LW,Andersen,"Aalborg BK","Denmark Superliga",Denmark,AGILITY
7795,73,CM,Gnahoré,"Amiens SC","France Ligue 1",France,CAPTAIN
7796,73,GK,Barovero,Monterrey,"Mexico Liga MX",Argentina,GKGENERALIST
7797,73,ST,Sansone,Bologna,"Italy Serie A",Italy,SHOOTING
7798,73,GK,Gazzaniga,"Tottenham Hotspur","England Premier League",Argentina,HANDLING
7799,73,RM,Błaszczykowski,"Wisła Kraków","Poland Ekstraklasa",Poland,VISION
7800,73,RB,Ruud,"Odds Ballklubb","Norway Eliteserien",Norway,CROSSING
7801,73,ST,Sandro,"Real Valladolid","Spain Primera División",Spain,SHOOTING
7802,73,GK,Kolke,"Hansa Rostock","Germany 3. Liga",Germany,DIVING
7803,73,GK,Rossbach,"Odds Ballklubb","Norway Eliteserien",Norway,GKGENERALIST
7804,73,GK,Kalinić,"Toulouse FC","France Ligue 1",Croatia,GKPOSITIONING
7805,73,GK,Hansen,"FC Midtjylland","Denmark Superliga",Denmark,GKGENERALIST
7806,73,CAM,Bassi,"AS Nancy","France Ligue 2",Morocco,VISION
7807,73,CB,Carvalho,Vålerenga,"Norway Eliteserien",Uruguay,TACKLING
7808,73,ST,Saïd,"Toulouse FC","France Ligue 1",France,FINISHING
7809,73,ST,Blandi,"CD Viñazur","Chile Primera División",Argentina,TARGETMAN
7810,73,ST,Charbonnier,"Stade Brestois 29","France Ligue 1",France,FINISHING
7811,73,CB,"Ximo Navarro","Deportivo Alavés","Spain Primera División",Spain,STRENGTH
7812,73,ST,Valencia,"Tigres U.A.N.L.","Mexico Liga MX",Ecuador,SECONDSTRIKER
7813,73,LB,Olaza,"RC Celta de Vigo","Spain Primera División",Uruguay,CROSSING
7814,73,CM,Kums,Gent,"Belgium Pro League",Belgium,BOXTOBOX
7815,73,ST,"van Wolfswinkel","FC Basel","Switzerland Super League",Netherlands,POACHER
7816,73,GK,Lössl,"Huddersfield Town","England Championship",Denmark,GKGENERALIST
7817,73,GK,Cássio,"Al Taawoun","Saudi Pro League",Brazil,GKGENERALIST
7818,73,ST,Braithwaite,"FC Barcelona","Spain Primera División",Denmark,SECONDSTRIKER
7819,73,CM,Rits,"Club Brugge","Belgium Pro League",Belgium,LONGPASSING
7820,73,CB,Mitrović,"RC Strasbourg","France Ligue 1",Serbia,AGGRESSION
7821,73,CDM,Balanta,"Club Brugge","Belgium Pro League",Colombia,PASSING
7822,73,LW,Idrissi,AZ,"Holland Eredivisie",Morocco,ATTACKING
7823,73,ST,Assalé,"CD Leganés","Spain Primera División","Côte d Ivoire",TARGETMAN
7824,73,CDM,Behrami,Genoa,"Italy Serie A",Switzerland,PASSING
7825,73,RB,Traoré,"Stade Rennais","France Ligue 1",Mali,CROSSING
7826,73,GK,Nübel,"FC Schalke 04","Germany 1. Bundesliga",Germany,GKPOSITIONING
7827,73,CB,Tekdemir,"Medipol Başakşehir","Turkey Süper Lig",Turkey,TACKLING
7828,73,ST,Castillo,América,"Mexico Liga MX",Chile,SHOOTING
7829,73,CAM,Til,"Spartak Moskva","Rest of W",Netherlands,FREEKICK
7830,73,CF,Quintero,"Minnesota United FC","USA Major League Soccer",Colombia,FINISHING
7831,73,LM,"Luiz Araújo","LOSC Lille","France Ligue 1",Brazil,COUNTER
7832,73,CB,Dibon,"Rapid Wien","Austria Bundesliga",Austria,HOLDING
7833,73,CB,Akpoguma,"TSG 1899 Hoffenheim","Germany 1. Bundesliga",Germany,HOLDING
7834,73,LM,Aina,Torino,"Italy Serie A",Nigeria,FREEKICK
7835,73,CAM,Çolak,"RC Deportivo","Spain Segunda División",Turkey,VISION
7836,73,GK,Riegler,"St. Pölten","Austria Bundesliga",Austria,GKGENERALIST
7837,73,CM,Behrens,"1. FC Nürnberg","Germany 2. Bundesliga",Germany,DESTROYER
7838,73,ST,Sørloth,Trabzonspor,"Turkey Süper Lig",Norway,FINISHING
7839,73,ST,Burke,"St. Pölten","Austria Bundesliga",Jamaica,ACCELERATION
